Código [-],Município [-],UF [-],DC [2024],RCL [2024],CAPAG [2024]
5209457,Guarinos,GO,1358654.14,25037177.72,C
3518701,Guarujá,SP,1598881983.89,2271134310.8,C
4206603,Guarujá do Sul,SC,1678552.85,42439193.63,A+
3518800,Guarulhos,SP,3079385594.86,6208328848.7,C
4206652,Guatambú,SC,11178211.83,59951987.95,B
3518859,Guatapará,SP,7644089.81,51762963.31,C
3128709,Guaxupé,MG,16815444.07,271989030.99,A
5004106,Guia Lopes da Laguna,MS,17063743.78,61153560.99,C
3128808,Guidoval,MG,473399.74,36478083.57,n.e.
2104909,Guimarães,MA,6903434.57,55966869.18,C
3128907,Guimarânia,MG,654602.6,47042271.36,n.e.
5104203,Guiratinga,MT,6437556.11,78622630.74,A
3129004,Guiricema,MG,4336018.94,32421717.8,C
3129103,Gurinhatã,MG,2027016.88,44747126.7,C
2506400,Gurinhém,PB,16409653.48,81944478.32,B
2506509,Gurjão,PB,1942667.23,28988185.13,C
1503101,Gurupá,PA,0.0,246958030.31,n.d.
1709500,Gurupi,TO,274734206.47,585284247.88,A
3518909,Guzolândia,SP,1381152.63,32413138.4,A
4309555,Harmonia,RS,8606958.46,46593755.57,A
5209606,Heitoraí,GO,0.0,0.0,n.e.
3129202,Heliodora,MG,2286250.91,36513844.81,B
2911857,Heliópolis,BA,40822840.45,73023486.51,C
3519006,Herculândia,SP,3533938.37,56894003.5,C
4307104,Herval,RS,189031.87,46467110.57,A
4206702,Herval d'Oeste,SC,1188836.91,114190895.78,A
4309571,Herveiras,RS,0.0,25164321.8,A
2305209,Hidrolândia,CE,5658134.1,87410632.3,C
5209705,Hidrolândia,GO,1950382.62,171733055.04,A
5209804,Hidrolina,GO,8433685.81,30446356.97,n.d.
3519055,Holambra,SP,15725326.58,137218113.42,n.d.
4109658,Honório Serpa,PR,3954482.53,54392045.86,A
2305233,Horizonte,CE,119001934.93,409476090.63,A
4309605,Horizontina,RS,50892673.0,176973908.27,A
3519071,Hortolândia,SP,369183949.94,1394763512.88,B
2204600,Hugo Napoleão,PI,5655210.21,27120443.41,C
4309654,Hulha Negra,RS,223296.45,43810843.35,A+
1301704,Humaitá,AM,38864651.69,260966724.62,C
4309704,Humaitá,RS,2516572.83,38820413.91,B
2105005,Humberto de Campos,MA,3398381.35,147117606.3,B
3519105,Iacanga,SP,6842806.73,79632960.02,n.d.
5209903,Iaciara,GO,8255980.8,59732921.36,C
3519204,Iacri,SP,2194599.75,40999779.19,A
2911907,Iaçu,BA,28466657.04,139113544.89,C
3129301,Iapu,MG,7234928.95,50269466.93,A
3519253,Iaras,SP,7723006.89,48807376.9,C
2606507,Iati,PE,14654807.66,99500472.3,C
4109708,Ibaiti,PR,11296604.74,133169951.42,n.d.
4309753,Ibarama,RS,0.0,34166937.56,A
2305266,Ibaretama,CE,25171151.85,70998501.62,C
3519303,Ibaté,SP,20990614.11,152828041.64,n.d.
2703007,Ibateguara,AL,5348322.04,87911663.67,A
3202454,Ibatiba,ES,3430611.17,126260945.22,A+
4109757,Ibema,PR,2618167.94,38745865.37,A
3129400,Ibertioga,MG,996064.44,34535376.16,C
3129509,Ibiá,MG,11160815.32,159082541.59,n.d.
4309803,Ibiaçá,RS,598062.27,37151908.62,C
3129608,Ibiaí,MG,11747609.54,37770846.47,B
4206751,Ibiam,SC,9124594.44,30985859.35,n.d.
2305308,Ibiapina,CE,7998641.28,129948943.26,C
2506608,Ibiara,PB,5847999.07,32070890.52,C
2912004,Ibiassucê,BA,19716410.6,51684302.02,C
2912103,Ibicaraí,BA,100834191.25,103169544.0,n.d.
4206801,Ibicaré,SC,0.0,35086737.74,A
2912202,Ibicoara,BA,10213455.68,124714655.39,C
2912301,Ibicuí,BA,46894804.35,92294688.78,n.d.
2305332,Ibicuitinga,CE,28887438.62,80766906.41,C
2606606,Ibimirim,PE,20020742.32,116300837.68,C
2912400,Ibipeba,BA,16541646.99,79833999.82,n.e.
2912509,Ibipitanga,BA,25213723.71,113481561.3,A
4109807,Ibiporã,PR,14451329.27,355308882.96,A
2912608,Ibiquera,BA,2872176.78,30000057.78,A
3519402,Ibirá,SP,1630318.62,69324964.46,C
3129657,Ibiracatu,MG,12901042.25,31985297.52,C
3129707,Ibiraci,MG,4194346.27,95704108.97,C
3202504,Ibiraçu,ES,4787572.83,81145573.33,C
4309902,Ibiraiaras,RS,7327959.77,43281936.44,A+
2606705,Ibirajuba,PE,13953532.58,45458472.26,n.d.
4206900,Ibirama,SC,10955897.09,108212976.54,A
2912707,Ibirapitanga,BA,95394087.15,114390008.52,C
2912806,Ibirapuã,BA,6346593.85,69487617.18,B
4309951,Ibirapuitã,RS,1998023.66,32114041.08,B
3519501,Ibirarema,SP,7538440.12,49841262.31,n.d.
2912905,Ibirataia,BA,60752516.97,102483092.18,C
3129806,Ibirité,MG,63665648.2,486338375.31,n.d.
4310009,Ibirubá,RS,8732112.88,129544138.37,B+
2913002,Ibitiara,BA,15909457.9,75939126.02,C
3519600,Ibitinga,SP,30744348.15,296952303.63,n.d.
3202553,Ibitirama,ES,0.0,59340445.06,C
2913101,Ibititá,BA,24491970.19,82275041.78,C
3129905,Ibitiúra de Minas,MG,2685099.58,26326187.39,C
3130002,Ibituruna,MG,0.0,26535520.98,A
3519709,Ibiúna,SP,144328846.88,356995697.08,C
2913200,Ibotirama,BA,74610771.38,179236158.32,C
2305357,Icapuí,CE,70268671.06,128551767.17,C
4207007,Içara,SC,100654544.01,315364094.95,B
3130051,Icaraí de Minas,MG,13462951.92,49135219.65,C
4109906,Icaraíma,PR,11553703.3,53313272.74,C
2105104,Icatu,MA,50813942.25,115753344.32,C
3519808,Icém,SP,5636749.95,65991813.48,C
2913309,Ichu,BA,14206160.75,39733688.16,n.d.
2305407,Icó,CE,105329246.73,291886757.04,B
3202603,Iconha,ES,5469771.86,84646908.33,B
2404606,Ielmo Marinho,RN,8738691.73,77845055.66,C
3519907,Iepê,SP,1857826.05,63260951.27,n.d.
2703106,Igaci,AL,11899134.66,128265770.56,C
2913408,Igaporã,BA,47014208.37,79243231.62,n.e.
3520004,Igaraçu do Tietê,SP,4024646.86,100082486.66,C
2502607,Igaracy,PB,8995002.27,34291642.27,C
3520103,Igarapava,SP,46656702.41,183787383.28,C
3130101,Igarapé,MG,25497009.32,244354076.95,A
2105153,Igarapé do Meio,MA,0.0,112387115.66,A
2105203,Igarapé Grande,MA,0.0,0.0,n.d.
1503200,Igarapé-Açu,PA,47939023.08,133175117.93,C
1503309,Igarapé-Miri,PA,6878742.99,274974637.22,n.d.
2606804,Igarassu,PE,26587690.53,416043347.09,C
3520202,Igaratá,SP,9079401.25,85125072.41,A
3130200,Igaratinga,MG,10298748.65,61413463.37,n.e.
2913457,Igrapiúna,BA,18527044.43,72762666.42,C
2703205,Igreja Nova,AL,0.0,0.0,n.e.
4310108,Igrejinha,RS,18331134.95,214441476.9,B
3301876,Iguaba Grande,RJ,30045370.86,393146886.02,A
2913507,Iguaí,BA,53491950.4,107946005.32,n.d.
3520301,Iguape,SP,87133126.93,169961238.43,C
4110003,Iguaraçu,PR,341610.15,49563214.49,n.d.
2606903,Iguaracy,PE,3704030.74,75006668.65,n.d.
3130309,Iguatama,MG,27256075.62,47286560.41,C
5004304,Iguatemi,MS,5971292.12,106535657.51,A+
2305506,Iguatu,CE,127784607.46,469515863.19,C
4110052,Iguatu,PR,6623393.61,25975052.06,B
3130408,Ijaci,MG,0.0,48482932.37,C
4310207,Ijuí,RS,51733489.34,566769244.79,B+
3520426,Ilha Comprida,SP,25516698.47,131656074.11,C
2802700,Ilha das Flores,SE,20380298.47,63265970.78,C
2607604,Ilha de Itamaracá,PE,11300782.29,96414902.13,n.e.
2204659,Ilha Grande,PI,980373.9,47017620.64,C
3520442,Ilha Solteira,SP,4767243.38,182094635.45,C
3520400,Ilhabela,SP,0.0,880704710.42,A
2913606,Ilhéus,BA,488356651.54,761555419.82,C
4207106,Ilhota,SC,17634639.0,110103357.6,A
3130507,Ilicínea,MG,3318615.41,59938693.5,C
4310306,Ilópolis,RS,4613045.2,32377037.82,A
2506707,Imaculada,PB,30337528.74,52616066.73,C
4207205,Imaruí,SC,4529823.71,57024940.05,C
4110078,Imbaú,PR,4459471.1,58379562.75,C
4310330,Imbé,RS,80562783.29,212280765.35,B+
3130556,Imbé de Minas,MG,1020490.99,33272303.71,C
4207304,Imbituba,SC,10095928.04,314362703.66,n.d.
4110102,Imbituva,PR,14385166.18,148227682.56,A
4207403,Imbuia,SC,0.0,40714212.8,n.d.
4310363,Imigrante,RS,4709068.02,42173912.74,A
2105302,Imperatriz,MA,213001382.4,1213694189.33,n.d.
4110201,Inácio Martins,PR,10930219.14,60828242.78,A
5209937,Inaciolândia,GO,5756266.84,45983047.77,C
2607000,Inajá,PE,2471963.13,123531433.62,n.d.
4110300,Inajá,PR,0.0,0.0,n.e.
3130606,Inconfidentes,MG,2365188.56,36299996.01,C
3130655,Indaiabira,MG,4753085.07,41640478.1,C
4207502,Indaial,SC,177228137.41,427230901.86,C
3520509,Indaiatuba,SP,61372556.43,2124226614.55,A
2305605,Independência,CE,18135760.59,102239304.54,C
4310405,Independência,RS,2015755.29,45146096.01,A
3520608,Indiana,SP,1611844.93,30778277.8,C
3130705,Indianópolis,MG,5218574.81,89930154.71,C
4110409,Indianópolis,PR,2210425.11,41654993.34,A
3520707,Indiaporã,SP,8719315.78,38045117.72,C
5209952,Indiara,GO,428291.49,93670588.74,n.d.
2802809,Indiaroba,SE,62226379.2,104602288.82,C
5104500,Indiavaí,MT,0.0,35812713.1,n.d.
2506806,Ingá,PB,39819846.02,102993867.31,n.e.
3130804,Ingaí,MG,13286.75,26952252.9,C
2607109,Ingazeira,PE,752770.86,40192501.19,n.d.
4310413,Inhacorá,RS,2325988.9,26317778.83,B
2913705,Inhambupe,BA,110790745.52,188485052.67,A
1503408,Inhangapi,PA,6642572.56,55930481.73,C
2703304,Inhapi,AL,19936712.29,130505065.25,C
3130903,Inhapim,MG,4925644.87,97485268.39,A
3131000,Inhaúma,MG,2625123.0,37499304.12,C
2204709,Inhuma,PI,4732533.25,61246222.48,n.d.
5210000,Inhumas,GO,25304344.6,216254140.68,n.d.
3131109,Inimutaba,MG,5104471.3,35747958.52,C
5004403,Inocência,MS,0.0,125761596.67,n.e.
3520806,Inúbia Paulista,SP,0.0,28918255.11,n.d.
4207577,Iomerê,SC,734203.28,40771086.26,A
3131158,Ipaba,MG,6978527.27,79162153.97,A
5210109,Ipameri,GO,19865058.0,184712370.89,C
3131208,Ipanema,MG,8158453.36,101692102.48,A
2404705,Ipanguaçu,RN,15204838.61,61377012.43,C
2305654,Ipaporanga,CE,268217.42,78531423.02,C
3131307,Ipatinga,MG,296385770.82,1354397304.31,C
2305704,Ipaumirim,CE,7871363.29,65939865.84,B
3520905,Ipaussu,SP,11496427.41,84941214.4,C
4310439,Ipê,RS,3246308.29,44224976.58,A+
2913804,Ipecaetá,BA,48338449.9,93209110.0,C
3521002,Iperó,SP,6588808.67,181154260.59,C
3521101,Ipeúna,SP,0.0,54306450.76,A
3131406,Ipiaçu,MG,9064530.32,42433708.26,C
2913903,Ipiaú,BA,41229353.79,177241569.03,C
3521150,Ipiguá,SP,3247407.26,39421360.77,n.d.
4207601,Ipira,SC,0.0,0.0,n.d.
2914000,Ipirá,BA,57519818.94,241340164.99,B
4110508,Ipiranga,PR,21649565.9,87592639.09,A
5210158,Ipiranga de Goiás,GO,1441093.95,27057362.85,n.d.
5104526,Ipiranga do Norte,MT,1386472.03,97022550.6,A
2204808,Ipiranga do Piauí,PI,1932551.13,50042047.44,B
4310462,Ipiranga do Sul,RS,2450.33,27868395.4,A
1301803,Ipixuna,AM,2559476.14,130909400.34,n.d.
1503457,Ipixuna do Pará,PA,640918309.04,248333673.48,D
2607208,Ipojuca,PE,93482966.03,1600263930.48,A+
5210208,Iporá,GO,0.0,167310499.76,n.d.
4110607,Iporã,PR,11000047.39,88035249.76,C
4207650,Iporã do Oeste,SC,3514543.31,62935423.88,A
3521200,Iporanga,SP,3381020.96,40413939.58,C
2305803,Ipu,CE,3015998.64,224954418.53,n.e.
3521309,Ipuã,SP,9531726.92,99077301.98,n.d.
4207684,Ipuaçu,SC,7388527.21,53453142.88,A+
2607307,Ipubi,PE,93719934.19,155364731.34,C
2404804,Ipueira,RN,6555941.98,23596319.25,C
1709807,Ipueiras,TO,1310191.79,18791084.72,n.e.
2305902,Ipueiras,CE,20364834.88,177981967.47,C
3131505,Ipuiúna,MG,9018580.33,41672284.59,C
4207700,Ipumirim,SC,907971.15,58603944.23,A+
2914109,Ipupiara,BA,7787635.96,47263978.04,C
1400282,Iracema,RR,6584708.81,57018800.47,n.d.
2306009,Iracema,CE,25424616.48,81736358.85,C
4110656,Iracema do Oeste,PR,0.0,27763481.97,A
3521408,Iracemápolis,SP,41696606.08,139972846.0,C
4207759,Iraceminha,SC,2462417.32,36548281.72,C
4310504,Iraí,RS,2148703.68,39696277.4,A
3131604,Iraí de Minas,MG,1564517.08,49819432.48,B
2914208,Irajuba,BA,15472119.56,53330972.24,A
2914307,Iramaia,BA,34790046.6,76507418.45,B
1301852,Iranduba,AM,58832860.08,250533803.97,C
4207809,Irani,SC,563872.51,64376133.91,A
3521507,Irapuã,SP,1006946.15,41980476.37,C
3521606,Irapuru,SP,10031399.25,35382605.07,B
2914406,Iraquara,BA,22153012.89,126164992.58,B
2914505,Irará,BA,70409807.34,130198154.13,C
4110706,Irati,PR,66758535.63,260839556.42,B
4207858,Irati,SC,4913223.18,27952477.93,n.d.
2306108,Irauçuba,CE,17983597.5,136524884.07,A
2914604,Irecê,BA,117825851.31,334857293.08,n.e.
4110805,Iretama,PR,0.0,0.0,n.d.
4207908,Irineópolis,SC,15030585.49,72498030.32,A+
1503507,Irituia,PA,2010986.57,122929402.78,C
3202652,Irupi,ES,2664680.8,77380589.21,C
2204907,Isaías Coelho,PI,24806.37,47422808.1,C
5210307,Israelândia,GO,9277461.2,26355678.91,n.d.
4208005,Itá,SC,3432512.42,85033334.99,A+
4310538,Itaara,RS,79377.56,46783654.78,A+
2506905,Itabaiana,PB,84608512.43,94044612.56,n.e.
2802908,Itabaiana,SE,112553915.29,441690913.47,C
2803005,Itabaianinha,SE,18076082.11,199931309.58,B
2914653,Itabela,BA,269244194.07,139608179.15,B
3521705,Itaberá,SP,6419130.08,120164253.09,n.d.
2914703,Itaberaba,BA,110828919.3,289064902.85,C
5210406,Itaberaí,GO,21437092.71,227483733.14,A
2803104,Itabi,SE,18953569.99,33122812.36,C
3131703,Itabira,MG,141239196.03,1141386323.37,A
3131802,Itabirinha,MG,52908.43,64514646.7,n.d.
3131901,Itabirito,MG,0.0,834992955.53,A
3301900,Itaboraí,RJ,25455158.89,987002678.33,C
2914802,Itabuna,BA,487754794.85,1013229152.48,C
1710508,Itacajá,TO,13776531.7,46929890.06,n.d.
3132008,Itacambira,MG,432398.14,33138628.12,C
3132107,Itacarambi,MG,11124228.77,88367881.04,C
2914901,Itacaré,BA,154673621.59,161623830.69,C
1301902,Itacoatiara,AM,40199340.62,482073682.26,A
2607406,Itacuruba,PE,16705726.27,41160020.29,C
4310553,Itacurubi,RS,1715005.34,34817843.14,A
2915007,Itaeté,BA,14799848.59,27155545.79,n.d.
2915106,Itagi,BA,37876768.79,92816049.34,C
2915205,Itagibá,BA,30041816.16,135324201.81,C
2915304,Itagimirim,BA,19644028.3,53128071.23,C
3202702,Itaguaçu,ES,1665489.66,77189108.13,B+
2915353,Itaguaçu da Bahia,BA,74226671.84,94974311.25,B
3302007,Itaguaí,RJ,118995952.69,975719444.76,n.e.
4110904,Itaguajé,PR,4633052.39,36406004.87,C
3132206,Itaguara,MG,56712.46,69421719.42,n.d.
5210562,Itaguari,GO,871382.32,31013199.06,n.d.
5210604,Itaguaru,GO,2832887.25,30970874.2,B
1710706,Itaguatins,TO,6423633.61,33971378.83,n.d.
3521804,Itaí,SP,5178969.28,171171335.34,B
2607505,Itaíba,PE,10635591.94,123252439.07,C
2306207,Itaiçaba,CE,18191879.52,42328053.98,B
2205003,Itainópolis,PI,4657432.32,48361091.09,n.e.
4208104,Itaiópolis,SC,1683882.35,113364249.0,A
2105351,Itaipava do Grajaú,MA,0.0,82389780.53,C
3132305,Itaipé,MG,2172146.75,55858297.69,C
4110953,Itaipulândia,PR,6073111.87,226409644.3,A
2306256,Itaitinga,CE,7830252.75,301271769.01,C
1503606,Itaituba,PA,0.0,0.0,n.d.
2404853,Itajá,RN,4384460.62,46297995.14,C
5210802,Itajá,GO,29608565.69,39811102.96,C
4208203,Itajaí,SC,235559197.08,2713111017.5,A
3521903,Itajobi,SP,2002266.47,114174995.31,B
3522000,Itaju,SP,349695.91,34545222.12,A+
2915403,Itaju do Colônia,BA,24208556.1,44599043.91,n.d.
3132404,Itajubá,MG,97367188.89,453092953.75,B
2915502,Itajuípe,BA,0.0,126520814.78,C
3302056,Italva,RJ,1590656.04,120854704.51,C
2915601,Itamaraju,BA,147416322.72,268602052.47,A
3132503,Itamarandiba,MG,29865201.95,154676611.55,C
1301951,Itamarati,AM,3132238.74,89119616.61,C
3132602,Itamarati de Minas,MG,2732215.47,31457989.54,n.d.
2915700,Itamari,BA,46746508.55,36787357.03,C
3132701,Itambacuri,MG,13197837.4,107254803.25,n.d.
4111001,Itambaracá,PR,2363542.93,40553331.04,C
2607653,Itambé,PE,43343115.79,124219994.06,C
2915809,Itambé,BA,51340563.05,106510054.38,C
4111100,Itambé,PR,309549.22,39958089.52,C
3132800,Itambé do Mato Dentro,MG,0.0,27357549.23,n.d.
3132909,Itamogi,MG,67944.19,55704827.71,C
3133006,Itamonte,MG,3778711.18,71721323.49,n.d.
2915908,Itanagra,BA,0.0,0.0,n.d.
3522109,Itanhaém,SP,322716693.26,616463984.85,C
3133105,Itanhandu,MG,386187.98,101388032.94,C
5104542,Itanhangá,MT,4065695.04,62635707.6,A
2916005,Itanhém,BA,17144436.5,84436672.91,n.d.
3133204,Itanhomi,MG,6649508.67,49288533.02,C
3133303,Itaobim,MG,0.0,107774802.89,n.e.
3522158,Itaoca,SP,0.0,30977350.84,n.d.
3302106,Itaocara,RJ,8086962.55,139803280.71,n.d.
5210901,Itapaci,GO,30039895.9,109293523.16,B
3133402,Itapagipe,MG,7548965.89,82340769.64,n.e.
2306306,Itapajé,CE,21676170.06,211283557.89,C
2916104,Itaparica,BA,44017781.54,115682429.58,C
2916203,Itapé,BA,35822774.99,55587135.79,n.d.
2916302,Itapebi,BA,0.0,0.0,n.d.
3133501,Itapecerica,MG,4037230.74,77991058.94,C
3522208,Itapecerica da Serra,SP,49076345.25,690503595.95,C
2105401,Itapecuru Mirim,MA,11060051.41,275521333.75,C
4111209,Itapejara d'Oeste,PR,4623392.86,76658987.41,A
4208302,Itapema,SC,39732281.16,587951990.85,A
3202801,Itapemirim,ES,3331255.66,554277369.24,B
4111258,Itaperuçu,PR,22149606.66,124491547.39,B
3302205,Itaperuna,RJ,32957748.08,192751188.75,C
2607703,Itapetim,PE,1173305.59,76935715.04,C
2916401,Itapetinga,BA,79102971.24,305890258.52,C
3522307,Itapetininga,SP,198599515.4,730318710.61,C
3133600,Itapeva,MG,9486983.26,80515376.0,B
3522406,Itapeva,SP,23856877.07,563578892.67,B
3522505,Itapevi,SP,338325512.36,1050745032.45,B
2916500,Itapicuru,BA,79906246.4,193743780.56,C
2306405,Itapipoca,CE,212500798.04,709699652.08,C
3522604,Itapira,SP,148387693.14,423724213.77,C
1302009,Itapiranga,AM,13943271.13,68216624.41,C
4208401,Itapiranga,SC,3963419.67,128471737.96,A
5211008,Itapirapuã,GO,0.0,0.0,n.e.
3522653,Itapirapuã Paulista,SP,97243.67,32407542.7,n.d.
1710904,Itapiratins,TO,7026199.8,31635607.45,n.d.
2607752,Itapissuma,PE,4149398.92,179797043.1,C
2916609,Itapitanga,BA,20649610.13,63835674.83,n.d.
2306504,Itapiúna,CE,19562186.35,83520370.45,C
4208450,Itapoá,SC,51406263.51,294753707.65,A
3522703,Itápolis,SP,60253799.12,237370397.53,C
5004502,Itaporã,MS,41093220.09,126610827.55,n.d.
1711100,Itaporã do Tocantins,TO,3915982.27,24119989.26,C
2507002,Itaporanga,PB,63011102.02,96050510.26,B
3522802,Itaporanga,SP,6298938.82,73783928.96,C
2803203,Itaporanga d'Ajuda,SE,122413504.26,196927191.22,C
2507101,Itapororoca,PB,39219682.17,98773102.38,n.d.
1101104,Itapuã do Oeste,RO,4005523.06,62597971.88,A
4310579,Itapuca,RS,1957778.6,26844614.88,A+
3522901,Itapuí,SP,19199283.03,87797855.12,n.d.
3523008,Itapura,SP,5314121.03,39983612.45,C
5211206,Itapuranga,GO,5954004.62,110049703.68,n.d.
3523107,Itaquaquecetuba,SP,377733689.53,1114629137.78,C
2916708,Itaquara,BA,17247107.49,40785015.09,C
4310603,Itaqui,RS,76637298.15,180232239.8,A
5004601,Itaquiraí,MS,11014623.96,139451389.09,A
2607802,Itaquitinga,PE,7763399.01,74021111.47,C
3202900,Itarana,ES,920391.92,68661224.39,A+
2916807,Itarantim,BA,0.0,0.0,n.d.
3523206,Itararé,SP,34590463.16,220643516.81,B
2306553,Itarema,CE,91907907.96,203967512.67,C
3523305,Itariri,SP,2089468.7,77853980.07,C
5211305,Itarumã,GO,3302095.94,50843972.77,n.d.
4310652,Itati,RS,2943890.51,28545102.66,B
3302254,Itatiaia,RJ,41559781.24,357726253.62,B
3133709,Itatiaiuçu,MG,576215.43,307237440.07,n.d.
3523404,Itatiba,SP,210378105.15,714440089.02,C
4310702,Itatiba do Sul,RS,1104166.81,31938265.48,A
2916856,Itatim,BA,33615352.62,102978116.47,B
3523503,Itatinga,SP,11683479.77,116767443.35,B
2306603,Itatira,CE,38748968.41,163972339.28,B
2507200,Itatuba,PB,224708.85,51296662.03,n.e.
2404903,Itaú,RN,4900204.83,31777924.68,C
3133758,Itaú de Minas,MG,1118435.79,84992361.55,n.e.
5104559,Itaúba,MT,5665230.38,65260554.38,B
1600253,Itaubal,AP,14501897.55,31784269.6,n.d.
5211404,Itauçu,GO,10675390.91,52569941.5,C
2205102,Itaueira,PI,4854004.55,47602394.08,C
3133808,Itaúna,MG,59802125.63,488875827.35,n.e.
4111308,Itaúna do Sul,PR,13040735.14,30878275.9,A
3133907,Itaverava,MG,4722194.95,39165484.07,C
3134004,Itinga,MG,5916355.63,74869756.45,C
2105427,Itinga do Maranhão,MA,16602728.91,140810424.37,n.d.
5104609,Itiquira,MT,3672550.32,139905741.51,A
3523602,Itirapina,SP,7798235.47,136455873.17,A+
3523701,Itirapuã,SP,572876.05,27369155.74,C
2916906,Itiruçu,BA,28607483.17,62613710.6,C
2917003,Itiúba,BA,107548086.78,188171465.81,B
3523800,Itobi,SP,2344936.03,35226451.34,n.d.
2917102,Itororó,BA,93262453.21,94628552.55,C
3523909,Itu,SP,216887799.87,1148659718.47,B
2917201,Ituaçu,BA,16342876.58,102892180.02,B
2917300,Ituberá,BA,422790.31,119596224.0,C
3134103,Itueta,MG,77204.0,42319318.57,C
3134202,Ituiutaba,MG,49616167.76,522706801.78,B
5211503,Itumbiara,GO,244751157.13,580575342.45,B
3134301,Itumirim,MG,267982.1,30799863.33,A
3524006,Itupeva,SP,106266582.93,543839542.39,C
1503705,Itupiranga,PA,46751457.57,224041316.21,C
4208500,Ituporanga,SC,33179904.56,137254251.16,C
3134400,Iturama,MG,34144457.45,210146803.68,C
3134509,Itutinga,MG,421113.7,35318992.33,A+
3524105,Ituverava,SP,80000612.89,239766668.22,C
2917334,Iuiu,BA,29456085.93,59235279.1,C
3203007,Iúna,ES,69657.59,128305932.74,C
4111407,Ivaí,PR,9726834.01,71155189.68,B
4111506,Ivaiporã,PR,14216081.46,155418786.25,A
4111555,Ivaté,PR,4935720.8,44030021.61,A
4111605,Ivatuba,PR,2560368.71,29966292.82,A
5004700,Ivinhema,MS,57931662.37,178694523.74,A
5211602,Ivolândia,GO,5278555.55,30891202.56,C
4310751,Ivorá,RS,184644.49,25089399.63,C
4310801,Ivoti,RS,0.0,147513387.98,A
2607901,Jaboatão dos Guararapes,PE,349232517.62,1993638163.87,B+
4208609,Jaborá,SC,0.0,43233650.99,A+
2917359,Jaborandi,BA,1535858.65,106481563.3,B
3524204,Jaborandi,SP,4318551.05,50746443.4,B
4111704,Jaboti,PR,3563133.29,34206475.82,B
4310850,Jaboticaba,RS,3284103.08,29638166.12,A
3524303,Jaboticabal,SP,29554651.88,469421405.21,C
3134608,Jaboticatubas,MG,1427545.23,96812308.17,B
2405009,Jaçanã,RN,16963987.26,37735644.21,B
2917409,Jacaraci,BA,19763407.4,83395196.97,B
2507309,Jacaraú,PB,34695862.08,91059995.89,n.d.
2703403,Jacaré dos Homens,AL,2203415.35,54445474.04,B
1503754,Jacareacanga,PA,0.0,0.0,n.d.
3524402,Jacareí,SP,761819668.76,1276736110.26,C
4111803,Jacarezinho,PR,12988321.17,200157305.46,A
3524501,Jaci,SP,0.0,54778270.17,C
5104807,Jaciara,MT,6269393.52,174911127.19,B
3134707,Jacinto,MG,414608.65,55695914.47,C
4208708,Jacinto Machado,SC,4193254.32,62748698.81,A
2917508,Jacobina,BA,83433750.2,390333555.6,C
2205151,Jacobina do Piauí,PI,250000.0,8962347.11,n.d.
3134806,Jacuí,MG,59854.35,38860280.63,n.d.
2703502,Jacuípe,AL,6034062.2,52771341.52,C
4310876,Jacuizinho,RS,372020.0,36461762.5,A+
1503804,Jacundá,PA,397385.28,200439193.68,C
3524600,Jacupiranga,SP,7492157.18,94349286.03,n.d.
3134905,Jacutinga,MG,13057079.8,158241813.41,n.d.
4310900,Jacutinga,RS,5708307.67,34588373.59,B
4111902,Jaguapitã,PR,0.0,0.0,n.d.
2917607,Jaguaquara,BA,218937001.72,201806345.54,B
3135001,Jaguaraçu,MG,0.0,32001894.49,A
4311007,Jaguarão,RS,30766041.08,124206507.94,B+
2917706,Jaguarari,BA,34716244.71,202438958.36,C
3203056,Jaguaré,ES,11889599.69,202087661.53,C
2306702,Jaguaretama,CE,38687575.84,106550948.33,C
